schema,table,kind,ordinal,column,data_type,udt,nullable,column_default,maxlen,is_tenant_id
md,kdfe33m1,view,59,c58,text,text,YES,,,
md,kdfe33m1,view,60,c59,text,text,YES,,,
md,kdfe33m1,view,61,c60,text,text,YES,,,
md,kdfe33m1,view,62,c61,text,text,YES,,,
md,kdfe33m1,view,63,c62,text,text,YES,,,
md,kdfe33m1,view,64,c63,numeric,numeric,YES,,,
md,kdfe33m1,view,65,c64,text,text,YES,,,
md,kdfe33m1,view,66,c65,text,text,YES,,,
md,kdfe33m1,view,67,c66,text,text,YES,,,
md,kdfe33m1,view,68,c67,text,text,YES,,,
md,kdfe33m1,view,69,c68,text,text,YES,,,
md,kdfe33m1,view,70,c69,text,text,YES,,,
md,kdfe33m1rel,view,1,sucursal,text,text,YES,,,
md,kdfe33m1rel,view,2,c1,text,text,YES,,,
md,kdfe33m1rel,view,3,c2,text,text,YES,,,
md,kdfe33m1rel,view,4,c3,text,text,YES,,,
md,kdfe33m1rel,view,5,c4,numeric,numeric,YES,,,
md,kdfe33m1rel,view,6,c5,text,text,YES,,,
md,kdfe33m1rel,view,7,c6,text,text,YES,,,
md,kdfe33m1rel,view,8,c7,text,text,YES,,,
md,kdfe33pagm1,view,1,sucursal,text,text,YES,,,
md,kdfe33pagm1,view,2,c1,text,text,YES,,,
md,kdfe33pagm1,view,3,c2,text,text,YES,,,
md,kdfe33pagm1,view,4,c3,text,text,YES,,,
md,kdfe33pagm1,view,5,c4,numeric,numeric,YES,,,
md,kdfe33pagm1,view,6,c5,text,text,YES,,,
md,kdfe33pagm1,view,7,c6,text,text,YES,,,
md,kdfe33pagm1,view,8,c7,text,text,YES,,,
md,kdfe33pagm1,view,9,c8,text,text,YES,,,
md,kdfe33pagm1,view,10,c9,text,text,YES,,,
md,kdfe33pagm1,view,11,c10,numeric,numeric,YES,,,
md,kdfe33pagm1,view,12,c11,numeric,numeric,YES,,,
md,kdfe33pagm1,view,13,c12,numeric,numeric,YES,,,
md,kdfe33pagm1,view,14,c13,text,text,YES,,,
md,kdfe33pagm1,view,15,c14,text,text,YES,,,
md,kdfe33pagm1,view,16,c15,text,text,YES,,,
md,kdfe33pagm1,view,17,c16,text,text,YES,,,
md,kdfe33pagm1,view,18,c17,text,text,YES,,,
md,kdfe33pagm1,view,19,c18,text,text,YES,,,
md,kdfe33pagm1,view,20,c19,text,text,YES,,,
md,kdfe33pagm1,view,21,c20,text,text,YES,,,
md,kdfe33pagm1,view,22,c21,text,text,YES,,,
md,kdfe33pagm1,view,23,c22,text,text,YES,,,
md,kdfe33pagm1,view,24,c23,text,text,YES,,,
md,kdfe33pagm1,view,25,c24,text,text,YES,,,
md,kdfe33pagm1,view,26,c25,text,text,YES,,,
md,kdfe33pagm2,view,1,sucursal,text,text,YES,,,
md,kdfe33pagm2,view,2,c1,text,text,YES,,,
md,kdfe33pagm2,view,3,c2,text,text,YES,,,
md,kdfe33pagm2,view,4,c3,text,text,YES,,,
md,kdfe33pagm2,view,5,c4,numeric,numeric,YES,,,
md,kdfe33pagm2,view,6,c5,numeric,numeric,YES,,,
md,kdfe33pagm2,view,7,c6,text,text,YES,,,
md,kdfe33pagm2,view,8,c7,text,text,YES,,,
md,kdfe33pagm2,view,9,c8,text,text,YES,,,
md,kdfe33pagm2,view,10,c9,numeric,numeric,YES,,,
md,kdfe33pagm2,view,11,c10,numeric,numeric,YES,,,
md,kdfe33pagm2,view,12,c11,text,text,YES,,,
md,kdfe33pagm2,view,13,c12,text,text,YES,,,
md,kdfe33pagm2,view,14,c13,text,text,YES,,,
md,kdfe33pagm2,view,15,c14,text,text,YES,,,
md,kdfe33pagm2,view,16,c15,text,text,YES,,,
md,kdfe33pagm2,view,17,c16,text,text,YES,,,
md,kdfe33pagm2,view,18,c17,numeric,numeric,YES,,,
md,kdfe33pagm2,view,19,c18,text,text,YES,,,
md,kdfe33pagm2,view,20,c19,numeric,numeric,YES,,,
md,kdfe33pagm2,view,21,c20,numeric,numeric,YES,,,
md,kdfe33pagm2,view,22,c21,numeric,numeric,YES,,,
md,kdfe33pagm2,view,23,c22,numeric,numeric,YES,,,
md,kdfe33params,view,1,sucursal,text,text,YES,,,
md,kdfe33params,view,2,c1,text,text,YES,,,
md,kdfe33params,view,3,c2,text,text,YES,,,
md,kdfe33relmn,view,1,sucursal,text,text,YES,,,
md,kdfe33relmn,view,2,c1,text,text,YES,,,
md,kdfe33relmn,view,3,c2,text,text,YES,,,
md,kdfe33relprd,view,1,sucursal,text,text,YES,,,
md,kdfe33relprd,view,2,c1,text,text,YES,,,
md,kdfe33relprd,view,3,c2,text,text,YES,,,
md,kdfe33relprd,view,4,c3,text,text,YES,,,
md,kdfe33relprd,view,5,c4,text,text,YES,,,
md,kdfe33relprd,view,6,c5,text,text,YES,,,
md,kdfe33relprd,view,7,c6,text,text,YES,,,
md,kdfe33satadu,view,1,sucursal,text,text,YES,,,
md,kdfe33satadu,view,2,c1,text,text,YES,,,
md,kdfe33satadu,view,3,c2,text,text,YES,,,
md,kdfe33satadu,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satadu,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcp,view,1,sucursal,text,text,YES,,,
md,kdfe33satcp,view,2,c1,text,text,YES,,,
md,kdfe33satcp,view,3,c2,text,text,YES,,,
md,kdfe33satcp,view,4,c3,text,text,YES,,,
md,kdfe33satcp,view,5,c4,text,text,YES,,,
md,kdfe33satcp,view,6,c5,numeric,numeric,YES,,,
md,kdfe33satcp,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcp,view,8,c7,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcp,view,9,c8,text,text,YES,,,
md,kdfe33satcp,view,10,c9,text,text,YES,,,
md,kdfe33satcp,view,11,c10,text,text,YES,,,
md,kdfe33satcp,view,12,c11,text,text,YES,,,
md,kdfe33satcp,view,13,c12,numeric,numeric,YES,,,
md,kdfe33satcp,view,14,c13,text,text,YES,,,
md,kdfe33satcp,view,15,c14,text,text,YES,,,
md,kdfe33satcp,view,16,c15,text,text,YES,,,
md,kdfe33satcp,view,17,c16,numeric,numeric,YES,,,
md,kdfe33satcpautmar,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpautmar,view,2,c1,text,text,YES,,,
md,kdfe33satcpautmar,view,3,c2,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpautmar,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpcodaereo,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpcodaereo,view,2,c1,text,text,YES,,,
md,kdfe33satcpcodaereo,view,3,c2,text,text,YES,,,
md,kdfe33satcpcodaereo,view,4,c3,text,text,YES,,,
md,kdfe33satcpcodaereo,view,5,c4,text,text,YES,,,
md,kdfe33satcpcodaereo,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpcodaereo,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpconfigauto,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpconfigauto,view,2,c1,text,text,YES,,,
md,kdfe33satcpconfigauto,view,3,c2,text,text,YES,,,
md,kdfe33satcpconfigauto,view,4,c3,text,text,YES,,,
md,kdfe33satcpconfigauto,view,5,c4,text,text,YES,,,
md,kdfe33satcpconfigauto,view,6,c5,text,text,YES,,,
md,kdfe33satcpconfigauto,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpconfigauto,view,8,c7,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpconfigmar,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpconfigmar,view,2,c1,text,text,YES,,,
md,kdfe33satcpconfigmar,view,3,c2,text,text,YES,,,
md,kdfe33satcpconfigmar,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpconfigmar,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpcontenedormar,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpcontenedormar,view,2,c1,text,text,YES,,,
md,kdfe33satcpcontenedormar,view,3,c2,text,text,YES,,,
md,kdfe33satcpcontenedormar,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpcontenedormar,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpderechovia,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpderechovia,view,2,c1,text,text,YES,,,
md,kdfe33satcpderechovia,view,3,c2,text,text,YES,,,
md,kdfe33satcpderechovia,view,4,c3,text,text,YES,,,
md,kdfe33satcpderechovia,view,5,c4,text,text,YES,,,
md,kdfe33satcpderechovia,view,6,c5,text,text,YES,,,
md,kdfe33satcpderechovia,view,7,c6,text,text,YES,,,
md,kdfe33satcpderechovia,view,8,c7,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpderechovia,view,9,c8,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpembalaje,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpembalaje,view,2,c1,text,text,YES,,,
md,kdfe33satcpembalaje,view,3,c2,text,text,YES,,,
md,kdfe33satcpembalaje,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpembalaje,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpestaciones,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpestaciones,view,2,c1,text,text,YES,,,
md,kdfe33satcpestaciones,view,3,c2,text,text,YES,,,
md,kdfe33satcpestaciones,view,4,c3,text,text,YES,,,
md,kdfe33satcpestaciones,view,5,c4,text,text,YES,,,
md,kdfe33satcpestaciones,view,6,c5,text,text,YES,,,
md,kdfe33satcpestaciones,view,7,c6,text,text,YES,,,
md,kdfe33satcpestaciones,view,8,c7,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpestaciones,view,9,c8,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpfigtransp,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpfigtransp,view,2,c1,text,text,YES,,,
md,kdfe33satcpfigtransp,view,3,c2,text,text,YES,,,
md,kdfe33satcpfigtransp,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpfigtransp,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpmatpeligroso,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpmatpeligroso,view,2,c1,text,text,YES,,,
md,kdfe33satcpmatpeligroso,view,3,c2,text,text,YES,,,
md,kdfe33satcpmatpeligroso,view,4,c3,text,text,YES,,,
md,kdfe33satcpmatpeligroso,view,5,c4,text,text,YES,,,
md,kdfe33satcpmatpeligroso,view,6,c5,text,text,YES,,,
md,kdfe33satcpmatpeligroso,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpmatpeligroso,view,8,c7,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcppartetransp,view,1,sucursal,text,text,YES,,,
md,kdfe33satcppartetransp,view,2,c1,text,text,YES,,,
md,kdfe33satcppartetransp,view,3,c2,text,text,YES,,,
md,kdfe33satcppartetransp,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcppartetransp,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpproductos,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpproductos,view,2,c1,text,text,YES,,,
md,kdfe33satcpproductos,view,3,c2,text,text,YES,,,
md,kdfe33satcpproductos,view,4,c3,text,text,YES,,,
md,kdfe33satcpproductos,view,5,c4,text,text,YES,,,
md,kdfe33satcpproductos,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpproductos,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpservicios,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpservicios,view,2,c1,text,text,YES,,,
md,kdfe33satcpservicios,view,3,c2,text,text,YES,,,
md,kdfe33satcpservicios,view,4,c3,text,text,YES,,,
md,kdfe33satcpservicios,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpservicios,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipocarga,view,1,sucursal,text,text,YES,,,
md,kdfe33satcptipocarga,view,2,c1,text,text,YES,,,
md,kdfe33satcptipocarga,view,3,c2,text,text,YES,,,
md,kdfe33satcptipocarga,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipocarga,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipocarro,view,1,sucursal,text,text,YES,,,
md,kdfe33satcptipocarro,view,2,c1,text,text,YES,,,
md,kdfe33satcptipocarro,view,3,c2,text,text,YES,,,
md,kdfe33satcptipocarro,view,4,c3,text,text,YES,,,
md,kdfe33satcptipocarro,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipocarro,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipocontenedor,view,1,sucursal,text,text,YES,,,
md,kdfe33satcptipocontenedor,view,2,c1,text,text,YES,,,
md,kdfe33satcptipocontenedor,view,3,c2,text,text,YES,,,
md,kdfe33satcptipocontenedor,view,4,c3,text,text,YES,,,
md,kdfe33satcptipocontenedor,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipocontenedor,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipoestacion,view,1,sucursal,text,text,YES,,,
md,kdfe33satcptipoestacion,view,2,c1,text,text,YES,,,
md,kdfe33satcptipoestacion,view,3,c2,text,text,YES,,,
md,kdfe33satcptipoestacion,view,4,c3,text,text,YES,,,
md,kdfe33satcptipoestacion,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipoestacion,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipopermiso,view,1,sucursal,text,text,YES,,,
md,kdfe33satcptipopermiso,view,2,c1,text,text,YES,,,
md,kdfe33satcptipopermiso,view,3,c2,text,text,YES,,,
md,kdfe33satcptipopermiso,view,4,c3,text,text,YES,,,
md,kdfe33satcptipopermiso,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipopermiso,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptiporemolque,view,1,sucursal,text,text,YES,,,
md,kdfe33satcptiporemolque,view,2,c1,text,text,YES,,,
md,kdfe33satcptiporemolque,view,3,c2,text,text,YES,,,
md,kdfe33satcptiporemolque,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptiporemolque,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipotrafico,view,1,sucursal,text,text,YES,,,
md,kdfe33satcptipotrafico,view,2,c1,text,text,YES,,,
md,kdfe33satcptipotrafico,view,3,c2,text,text,YES,,,
md,kdfe33satcptipotrafico,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptipotrafico,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptransporte,view,1,sucursal,text,text,YES,,,
md,kdfe33satcptransporte,view,2,c1,text,text,YES,,,
md,kdfe33satcptransporte,view,3,c2,text,text,YES,,,
md,kdfe33satcptransporte,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcptransporte,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpunidades,view,1,sucursal,text,text,YES,,,
md,kdfe33satcpunidades,view,2,c1,text,text,YES,,,
md,kdfe33satcpunidades,view,3,c2,text,text,YES,,,
md,kdfe33satcpunidades,view,4,c3,text,text,YES,,,
md,kdfe33satcpunidades,view,5,c4,text,text,YES,,,
md,kdfe33satcpunidades,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpunidades,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satcpunidades,view,8,c7,text,text,YES,,,
md,kdfe33satcpunidades,view,9,c8,text,text,YES,,,
md,kdfe33satedo,view,1,sucursal,text,text,YES,,,
md,kdfe33satedo,view,2,c1,text,text,YES,,,
md,kdfe33satedo,view,3,c2,text,text,YES,,,
md,kdfe33satedo,view,4,c3,text,text,YES,,,
md,kdfe33satedo,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satedo,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satexp,view,1,sucursal,text,text,YES,,,
md,kdfe33satexp,view,2,c1,text,text,YES,,,
md,kdfe33satexp,view,3,c2,text,text,YES,,,
md,kdfe33satexp,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satexp,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satfopg,view,1,sucursal,text,text,YES,,,
md,kdfe33satfopg,view,2,c1,text,text,YES,,,
md,kdfe33satfopg,view,3,c2,text,text,YES,,,
md,kdfe33satfopg,view,4,c3,text,text,YES,,,
md,kdfe33satfopg,view,5,c4,text,text,YES,,,
md,kdfe33satfopg,view,6,c5,text,text,YES,,,
md,kdfe33satfopg,view,7,c6,text,text,YES,,,
md,kdfe33satfopg,view,8,c7,text,text,YES,,,
md,kdfe33satfopg,view,9,c8,text,text,YES,,,
md,kdfe33satfopg,view,10,c9,text,text,YES,,,
md,kdfe33satfopg,view,11,c10,text,text,YES,,,
md,kdfe33satfopg,view,12,c11,text,text,YES,,,
md,kdfe33satfopg,view,13,c12,text,text,YES,,,
md,kdfe33satfopg,view,14,c13,timestamp without time zone,timestamp,YES,,,
md,kdfe33satfopg,view,15,c14,timestamp without time zone,timestamp,YES,,,
md,kdfe33satimp,view,1,sucursal,text,text,YES,,,
md,kdfe33satimp,view,2,c1,text,text,YES,,,
md,kdfe33satimp,view,3,c2,text,text,YES,,,
md,kdfe33satimp,view,4,c3,text,text,YES,,,
md,kdfe33satimp,view,5,c4,text,text,YES,,,
md,kdfe33satimp,view,6,c5,text,text,YES,,,
md,kdfe33satimp,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satimp,view,8,c7,timestamp without time zone,timestamp,YES,,,
md,kdfe33satmes,view,1,sucursal,text,text,YES,,,
md,kdfe33satmes,view,2,c1,text,text,YES,,,
md,kdfe33satmes,view,3,c2,text,text,YES,,,
md,kdfe33satmes,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satmes,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satmn,view,1,sucursal,text,text,YES,,,
md,kdfe33satmn,view,2,c1,text,text,YES,,,
md,kdfe33satmn,view,3,c2,text,text,YES,,,
md,kdfe33satmn,view,4,c3,numeric,numeric,YES,,,
md,kdfe33satmn,view,5,c4,text,text,YES,,,
md,kdfe33satmn,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satmn,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satmto,view,1,sucursal,text,text,YES,,,
md,kdfe33satmto,view,2,c1,text,text,YES,,,
md,kdfe33satmto,view,3,c2,text,text,YES,,,
md,kdfe33satmto,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satmto,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satobjimp,view,1,sucursal,text,text,YES,,,
md,kdfe33satobjimp,view,2,c1,text,text,YES,,,
md,kdfe33satobjimp,view,3,c2,text,text,YES,,,
md,kdfe33satobjimp,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satobjimp,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satpais,view,1,sucursal,text,text,YES,,,
md,kdfe33satpais,view,2,c1,text,text,YES,,,
md,kdfe33satpais,view,3,c2,text,text,YES,,,
md,kdfe33satpais,view,4,c3,text,text,YES,,,
md,kdfe33satpais,view,5,c4,text,text,YES,,,
md,kdfe33satpais,view,6,c5,text,text,YES,,,
md,kdfe33satpais,view,7,c6,text,text,YES,,,
md,kdfe33satpatadu,view,1,sucursal,text,text,YES,,,
md,kdfe33satpatadu,view,2,c1,text,text,YES,,,
md,kdfe33satpatadu,view,3,c2,timestamp without time zone,timestamp,YES,,,
md,kdfe33satpatadu,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satpedadu,view,1,sucursal,text,text,YES,,,
md,kdfe33satpedadu,view,2,c1,text,text,YES,,,
md,kdfe33satpedadu,view,3,c2,text,text,YES,,,
md,kdfe33satpedadu,view,4,c3,text,text,YES,,,
md,kdfe33satpedadu,view,5,c4,text,text,YES,,,
md,kdfe33satpedadu,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satpedadu,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satper,view,1,sucursal,text,text,YES,,,
md,kdfe33satper,view,2,c1,text,text,YES,,,
md,kdfe33satper,view,3,c2,text,text,YES,,,
md,kdfe33satper,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33satper,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satprd,view,1,sucursal,text,text,YES,,,
md,kdfe33satprd,view,2,c1,text,text,YES,,,
md,kdfe33satprd,view,3,c2,text,text,YES,,,
md,kdfe33satprd,view,4,c3,text,text,YES,,,
md,kdfe33satprd,view,5,c4,text,text,YES,,,
md,kdfe33satprd,view,6,c5,text,text,YES,,,
md,kdfe33satprd,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satprd,view,8,c7,timestamp without time zone,timestamp,YES,,,
md,kdfe33satprd,view,9,c8,numeric,numeric,YES,,,
md,kdfe33satprd,view,10,c9,text,text,YES,,,
md,kdfe33satrf,view,1,sucursal,text,text,YES,,,
md,kdfe33satrf,view,2,c1,text,text,YES,,,
md,kdfe33satrf,view,3,c2,text,text,YES,,,
md,kdfe33satrf,view,4,c3,text,text,YES,,,
md,kdfe33satrf,view,5,c4,text,text,YES,,,
md,kdfe33satrf,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satrf,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33sattpc,view,1,sucursal,text,text,YES,,,
md,kdfe33sattpc,view,2,c1,text,text,YES,,,
md,kdfe33sattpc,view,3,c2,text,text,YES,,,
md,kdfe33sattpc,view,4,c3,text,text,YES,,,
md,kdfe33sattpc,view,5,c4,text,text,YES,,,
md,kdfe33sattpc,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33sattpc,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33sattpr,view,1,sucursal,text,text,YES,,,
md,kdfe33sattpr,view,2,c1,text,text,YES,,,
md,kdfe33sattpr,view,3,c2,text,text,YES,,,
md,kdfe33sattpr,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe33sattpr,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe33satum,view,1,sucursal,text,text,YES,,,
md,kdfe33satum,view,2,c1,text,text,YES,,,
md,kdfe33satum,view,3,c2,text,text,YES,,,
md,kdfe33satum,view,4,c3,text,text,YES,,,
md,kdfe33satum,view,5,c4,text,text,YES,,,
md,kdfe33satum,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satum,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satum,view,8,c7,text,text,YES,,,
md,kdfe33satuso,view,1,sucursal,text,text,YES,,,
md,kdfe33satuso,view,2,c1,text,text,YES,,,
md,kdfe33satuso,view,3,c2,text,text,YES,,,
md,kdfe33satuso,view,4,c3,text,text,YES,,,
md,kdfe33satuso,view,5,c4,text,text,YES,,,
md,kdfe33satuso,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe33satuso,view,7,c6,timestamp without time zone,timestamp,YES,,,
md,kdfe33satuso,view,8,c7,text,text,YES,,,
md,kdfe4imp,view,1,sucursal,text,text,YES,,,
md,kdfe4imp,view,2,c1,text,text,YES,,,
md,kdfe4imp,view,3,c2,text,text,YES,,,
md,kdfe4imp,view,4,c3,text,text,YES,,,
md,kdfe4imp,view,5,c4,text,text,YES,,,
md,kdfe4imp,view,6,c5,text,text,YES,,,
md,kdfe4imp,view,7,c6,numeric,numeric,YES,,,
md,kdfe4imp,view,8,c7,numeric,numeric,YES,,,
md,kdfe4imp,view,9,c8,text,text,YES,,,
md,kdfe4imp,view,10,c9,numeric,numeric,YES,,,
md,kdfe4imp,view,11,c10,text,text,YES,,,
md,kdfe4imp,view,12,c11,text,text,YES,,,
md,kdfe4imp,view,13,c12,text,text,YES,,,
md,kdfe4imp,view,14,c13,numeric,numeric,YES,,,
md,kdfe4imp,view,15,c14,numeric,numeric,YES,,,
md,kdfe4imp,view,16,c15,numeric,numeric,YES,,,
md,kdfe4pagm0,view,1,sucursal,text,text,YES,,,
md,kdfe4pagm0,view,2,c1,text,text,YES,,,
md,kdfe4pagm0,view,3,c2,text,text,YES,,,
md,kdfe4pagm0,view,4,c3,text,text,YES,,,
md,kdfe4pagm0,view,5,c4,text,text,YES,,,
md,kdfe4pagm0,view,6,c5,text,text,YES,,,
md,kdfe4pagm0,view,7,c6,numeric,numeric,YES,,,
md,kdfe4pagm0,view,8,c7,numeric,numeric,YES,,,
md,kdfe4pagm0,view,9,c8,numeric,numeric,YES,,,
md,kdfe4pagm0,view,10,c9,numeric,numeric,YES,,,
md,kdfe4pagm0,view,11,c10,numeric,numeric,YES,,,
md,kdfe4pagm0,view,12,c11,numeric,numeric,YES,,,
md,kdfe4pagm0,view,13,c12,numeric,numeric,YES,,,
md,kdfe4pagm0,view,14,c13,numeric,numeric,YES,,,
md,kdfe4pagm0,view,15,c14,numeric,numeric,YES,,,
md,kdfe4pagm0,view,16,c15,numeric,numeric,YES,,,
md,kdfe4pagm0,view,17,c16,numeric,numeric,YES,,,
md,kdfe4satcp3conespeciales,view,1,sucursal,text,text,YES,,,
md,kdfe4satcp3conespeciales,view,2,c1,text,text,YES,,,
md,kdfe4satcp3conespeciales,view,3,c2,text,text,YES,,,
md,kdfe4satcp3conespeciales,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3conespeciales,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3docaduanero,view,1,sucursal,text,text,YES,,,
md,kdfe4satcp3docaduanero,view,2,c1,text,text,YES,,,
md,kdfe4satcp3docaduanero,view,3,c2,text,text,YES,,,
md,kdfe4satcp3docaduanero,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3docaduanero,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3frfarmaceutica,view,1,sucursal,text,text,YES,,,
md,kdfe4satcp3frfarmaceutica,view,2,c1,text,text,YES,,,
md,kdfe4satcp3frfarmaceutica,view,3,c2,text,text,YES,,,
md,kdfe4satcp3frfarmaceutica,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3frfarmaceutica,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3regaduanero,view,1,sucursal,text,text,YES,,,
md,kdfe4satcp3regaduanero,view,2,c1,text,text,YES,,,
md,kdfe4satcp3regaduanero,view,3,c2,text,text,YES,,,
md,kdfe4satcp3regaduanero,view,4,c3,text,text,YES,,,
md,kdfe4satcp3regaduanero,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3regaduanero,view,6,c5,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3registmo,view,1,sucursal,text,text,YES,,,
md,kdfe4satcp3registmo,view,2,c1,text,text,YES,,,
md,kdfe4satcp3registmo,view,3,c2,text,text,YES,,,
md,kdfe4satcp3registmo,view,4,c3,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3registmo,view,5,c4,timestamp without time zone,timestamp,YES,,,
md,kdfe4satcp3seccofepris,view,1,sucursal,text,text,YES,,,
md,kdfe4satcp3seccofepris,view,2,c1,text,text,YES,,,
